gene	log2FC	pval	FDR
ENSG00000267321	-0.1188053388450776	0.0010424520065081479	0.02600431918421217
ENSG00000246705	-0.5432157259317187	0.0010437029931543746	0.026020553920763606
ENSG00000223901	-0.21186845623155914	0.0010476897027814948	0.026104935094305576
ENSG00000137409	-0.2736201741950346	0.0010505133173311124	0.02616025552722021
ENSG00000146618	-0.18972816674244608	0.0010529075765711951	0.026204826625857727
ENSG00000154227	-0.3530266278501477	0.0010535993699921332	0.02620699981985596
ENSG00000088812	0.6944702043413997	0.001054401911119277	0.026211923656293726
ENSG00000092964	0.4112488021495295	0.0010558844862136112	0.026233737478390324
ENSG00000046653	-0.9144835183969295	0.0010572944621870756	0.02625372360144368
ENSG00000203620	-0.24246390882347746	0.0010614895248563588	0.026342803863850853
ENSG00000254790	0.3241852075325528	0.0010643742852549207	0.02639928325928323
ENSG00000132256	0.097654585662448	0.0010672979277733317	0.026456661897434418
ENSG00000186184	-0.5675451780531753	0.001070410722352803	0.026482188292304122
ENSG00000105352	-0.6595371010696018	0.0010713818075124306	0.026482188292304122
ENSG00000177519	-0.24297359947848574	0.001070785710461294	0.026482188292304122
ENSG00000243267	0.09022285794829007	0.0010702303271622631	0.026482188292304122
ENSG00000021300	0.8226993846936064	0.0010689729873629996	0.026482188292304122
ENSG00000260805	-0.18257234877384376	0.0010801444990050303	0.02656590980235886
ENSG00000185728	0.30665003433992233	0.0010802473311613146	0.02656590980235886
ENSG00000271387	-0.29862296439390423	0.0010758199623931782	0.02656590980235886
ENSG00000261070	0.0826665267642838	0.0010787592275679503	0.02656590980235886
ENSG00000278421	0.09284735032398378	0.001079983291993138	0.02656590980235886
ENSG00000083782	0.3118078800283379	0.0010808964338913857	0.02656590980235886
ENSG00000173402	0.2978792359917901	0.0010784775617904804	0.02656590980235886
ENSG00000089693	0.21391983674230008	0.0010773399111063987	0.02656590980235886
ENSG00000141380	0.11496773703451524	0.0010808082278638386	0.02656590980235886
ENSG00000086159	0.240887811648272	0.001080200469791896	0.02656590980235886
ENSG00000263581	0.08837970278933058	0.0010853177058870271	0.026659461268403434
ENSG00000105197	-0.10556650485014218	0.0010867112922786093	0.026678577619897566
ENSG00000273265	-0.25289311711756235	0.0010894834204202757	0.026716376522806028
ENSG00000079841	0.30992775613893975	0.0010889585906814093	0.026716376522806028
ENSG00000204498	-0.631317596635224	0.0010905685171328566	0.02672786775596099
ENSG00000171189	0.590527306159119	0.0010924854383831918	0.026759721006273038
ENSG00000101292	0.09493553739794852	0.0010950635082697998	0.026798937728859804
ENSG00000261572	-0.2576074429420905	0.0010968966319880185	0.026798937728859804
ENSG00000173692	0.41168681547286434	0.001097177129944093	0.026798937728859804
ENSG00000228043	-0.17910449898115477	0.0010959088867860825	0.026798937728859804
ENSG00000134265	0.20762563446060112	0.0010963500372781923	0.026798937728859804
ENSG00000072832	0.19618392099557425	0.0010993377192209076	0.02683213208642626
ENSG00000229550	0.10778464272685132	0.0010997739295947287	0.02683213208642626
ENSG00000247853	-0.19499832414575624	0.0011004057395128128	0.026832447039695163
ENSG00000266002	0.08012017991865561	0.0011011031403335009	0.02683436011757107
ENSG00000275700	-0.5276108352023217	0.0011042440803440993	0.02686560162924715
ENSG00000064309	1.2932161493515641	0.0011040796778670344	0.02686560162924715
ENSG00000125821	0.14730264956349348	0.0011036953813870778	0.02686560162924715
ENSG00000153814	0.3347128690567138	0.0011063615950464877	0.02688691763444982
ENSG00000126107	0.21768187243398796	0.0011069806937491161	0.02688691763444982
ENSG00000011523	-0.17691805673895988	0.0011066231257162822	0.02688691763444982
ENSG00000133103	0.5362042667706186	0.001110439712176513	0.026955830751070952
ENSG00000205922	-0.20429747878699178	0.0011124017918969305	0.02697318606557183
ENSG00000154229	0.595727808761275	0.001113021101863868	0.02697318606557183
ENSG00000169567	-0.48653427645378455	0.0011122872218328815	0.02697318606557183
ENSG00000257103	-0.23358628931520187	0.0011145786607751297	0.026983085376868065
ENSG00000114779	-0.5532622966072012	0.0011152967130745605	0.026983085376868065
ENSG00000255045	0.0875098945890985	0.0011149146042676286	0.026983085376868065
ENSG00000260170	0.1524517337381325	0.0011171488792785813	0.027012821896889506
ENSG00000208028	-0.3493026936263186	0.0011186850837991815	0.027034889525146887
ENSG00000180919	0.10177464963287236	0.001121954992357869	0.027087111769057967
ENSG00000280614	0.7723238855038561	0.0011220955538514153	0.027087111769057967
ENSG00000274186	0.08507606992023412	0.0011230250799608929	0.0270944642969975
ENSG00000261857	0.9891003050393152	0.0011240892688310436	0.027105055756490484
ENSG00000173542	0.12858005091346225	0.001126282384680908	0.027142842016587416
ENSG00000283235	0.19860483520324837	0.001128247871080109	0.027144942536447354
ENSG00000185359	-0.4114643464274801	0.0011280726006424981	0.027144942536447354
ENSG00000196793	0.09577127218138504	0.0011280173867808053	0.027144942536447354
ENSG00000276691	0.0854610869751043	0.0011290908327479055	0.02715015699045227
ENSG00000170791	-0.18470795964750053	0.0011323332321268788	0.027188157304896945
ENSG00000166439	-0.13412634219851194	0.001133706435191498	0.027188157304896945
ENSG00000105372	-0.5065273199164411	0.0011338066752912854	0.027188157304896945
ENSG00000179222	0.9319901878219521	0.0011329163251920147	0.027188157304896945
ENSG00000247516	-0.19640283859568108	0.0011330322296137342	0.027188157304896945
ENSG00000271889	0.40198203437919156	0.0011370395589937999	0.02722051357270911
ENSG00000235480	0.31213378306468287	0.0011360914128076905	0.02722051357270911
ENSG00000241943	0.08592792228453716	0.001136938192191147	0.02722051357270911
ENSG00000260536	0.08881252259540509	0.0011418816064059385	0.027321344947974315
ENSG00000138646	-0.32202593603900587	0.001147093335561034	0.027430905440291576
ENSG00000127743	0.6189780703112768	0.0011481013054587452	0.02743987436502971
ENSG00000198650	-0.248806591834681	0.0011512385475736775	0.02749969544355746
ENSG00000186510	0.30020775227820495	0.001153569627367756	0.027540204402273713
ENSG00000183454	0.477061606238411	0.0011542171168057254	0.027540497027579647
ENSG00000284070	-0.18957075256484202	0.0011559163666850832	0.027565871329830464
ENSG00000173868	0.7809749965658461	0.0011594083287185851	0.027603595876767854
ENSG00000267751	-0.1793825544362604	0.001158321955444385	0.027603595876767854
ENSG00000225559	0.08321307591178201	0.0011589122266504842	0.027603595876767854
ENSG00000269955	-0.28402099473828546	0.0011634882742449434	0.02768552916020281
ENSG00000279799	-0.25966152981830404	0.0011657853370289784	0.027707389591035327
ENSG00000161011	-0.416217627840723	0.001165251400048001	0.027707389591035327
ENSG00000164889	0.4517530526957585	0.0011663242072111515	0.027707389591035327
ENSG00000109534	0.10328555382252946	0.0011676898103758538	0.027724639501010485
ENSG00000188554	-0.2218732983964209	0.0011699131389423388	0.02776222448759995
ENSG00000165502	-0.7094764305804286	0.00117373769831127	0.027837745027508264
ENSG00000205078	-0.1251827399878016	0.0011763172130802861	0.027870624868906495
ENSG00000184305	-0.2711490600653794	0.0011764097222949808	0.027870624868906495
ENSG00000004975	-0.19001385833005813	0.0011835144005060527	0.028018651943012236
ENSG00000272277	-0.18802665739994695	0.001183950417704957	0.028018651943012236
ENSG00000266262	0.15756836913297698	0.0011857049867479413	0.028044866175917615
ENSG00000169813	-0.25664949796941805	0.0011868555273067283	0.02805677283881309
ENSG00000138769	-0.25302930180924743	0.001188621213044823	0.028083200376871013
ENSG00000250846	0.09141365551000208	0.0011900939671068266	0.028102681886664743
ENSG00000172824	0.13549950818051482	0.001191562610334814	0.028110128132671455
ENSG00000267365	-0.18529197996967206	0.0011918875943604072	0.028110128132671455
ENSG00000171840	0.17119508397137784	0.001192354414392407	0.028110128132671455
ENSG00000282977	-0.39352663195079773	0.0011975605401637205	0.028214649151831247
ENSG00000017797	-0.3012648051492137	0.0011980894726910697	0.028214649151831247
ENSG00000182899	-0.4609637230270982	0.0011989007397411543	0.02821842647745806
ENSG00000078328	-0.27937206047869334	0.0012007433534056335	0.028246461251709844
ENSG00000166333	0.41058280923702073	0.001202094292514513	0.028262905668094744
ENSG00000200095	0.09253430486124181	0.0012040686397190342	0.028293981504075194
ENSG00000266149	0.0901349915941502	0.0012083844798650098	0.02836406516146347
ENSG00000105251	0.10467807524681003	0.0012089191140366815	0.02836406516146347
ENSG00000228271	-0.23575071575655926	0.0012090137796882594	0.02836406516146347
ENSG00000106617	-0.32771630385959627	0.0012107512795225012	0.028385218315014886
ENSG00000068912	0.3592703706359588	0.0012112248617870496	0.028385218315014886
ENSG00000105880	0.6889238251876453	0.0012129473169168639	0.02840202274155888
ENSG00000213533	0.16438329357561265	0.0012132521304893795	0.02840202274155888
ENSG00000284607	-0.26188741632408163	0.0012143181664391405	0.02840677268539625
ENSG00000283268	-0.23358295397143336	0.0012152123966876758	0.02840677268539625
ENSG00000132872	0.691565127865357	0.001215420674233884	0.02840677268539625
ENSG00000198825	0.5339751826822399	0.0012169329166072484	0.028426792348872444
ENSG00000221507	0.09139459915404624	0.0012180404029678684	0.028437340695030656
ENSG00000211970	0.12695117664390018	0.0012201037849835156	0.028439569676322753
ENSG00000242396	-0.3843216048777702	0.0012193489214377378	0.028439569676322753
ENSG00000254402	-0.26573907051975665	0.0012198174956628172	0.028439569676322753
ENSG00000170820	0.09636871056800639	0.0012235424410572075	0.02845852067169272
ENSG00000242349	-0.16236696731199118	0.0012229344889878632	0.02845852067169272
ENSG00000162817	-0.16884864898546792	0.0012224704865792526	0.02845852067169272
ENSG00000169515	0.26753690297253696	0.001223404041882786	0.02845852067169272
ENSG00000172594	-0.11916768351276041	0.001224466940874802	0.028464752933848276
ENSG00000105618	-0.21253168071880912	0.0012253707294186506	0.028470497306508896
ENSG00000272635	0.10097039006392167	0.001226264547227924	0.028476003987716467
ENSG00000235149	0.08704679548262906	0.0012290305404911162	0.028524956682544077
ENSG00000189056	0.6833247606559374	0.001230411814890111	0.028541735813034114
ENSG00000206624	0.09655679764683278	0.0012319438690778027	0.028551597809271155
ENSG00000136143	0.1732840795445929	0.0012321540653014954	0.028551597809271155
ENSG00000226779	0.09120870627753302	0.0012333332427500014	0.028563655309522602
ENSG00000274420	0.10205955167547928	0.0012350170781077763	0.028587381431587098
ENSG00000237579	0.08393312886664092	0.00123569806938979	0.028587881429239247
ENSG00000231528	0.24996430607329656	0.0012399785350971882	0.02867161034087392
ENSG00000247081	0.13891615574580052	0.0012417610260716748	0.02869752094101144
ENSG00000230679	-0.22571429222332728	0.001245455006085124	0.02872164988767051
ENSG00000174437	0.2600087328371741	0.0012445754199358126	0.02872164988767051
ENSG00000168661	0.16847189596766032	0.0012435718917121782	0.02872164988767051
ENSG00000173281	0.2368444807015564	0.0012449571357571211	0.02872164988767051
ENSG00000080854	0.1398276341669058	0.0012481896898590536	0.028754125400552215
ENSG00000063127	-0.4557832432329805	0.0012479569869472368	0.028754125400552215
ENSG00000257829	0.08192320156913957	0.0012515675827490247	0.028816629075987237
ENSG00000169105	0.25851856128820616	0.0012537378350005663	0.02885127592168235
ENSG00000074370	0.15203832532389483	0.0012558026408113244	0.028883460738660462
ENSG00000105617	-0.23637028265435234	0.001257495891795248	0.028907070195537104
ENSG00000254648	-0.2446559203581461	0.0012597044527806439	0.028927164486390263
ENSG00000141232	-1.2281223113211936	0.001259242324624553	0.028927164486390263
ENSG00000099284	0.13937280808456531	0.001263292473822954	0.02899226623265445
ENSG00000064115	0.44566749209181244	0.0012638769041567735	0.02899226623265445
ENSG00000197446	-0.16888774858576916	0.0012653347953667207	0.029010359626189412
ENSG00000122547	-0.20932150822456075	0.001269059773892041	0.029054981413632
ENSG00000281912	-0.18097640569767814	0.0012692915418618155	0.029054981413632
ENSG00000256043	0.4908987280199195	0.0012680574450152646	0.029054981413632
ENSG00000065427	-0.44830049626343227	0.0012712704670056758	0.02906958391193622
ENSG00000249803	0.09001651759497367	0.0012712583281050745	0.02906958391193622
ENSG00000100417	-0.3769112249904989	0.0012726425890085794	0.029085619107257224
ENSG00000225953	-0.3183099677480552	0.001275844853072433	0.029143442362990164
ENSG00000279180	-0.22538525712877455	0.0012775417600130448	0.029166836759012934
ENSG00000260526	-0.1588939035153547	0.0012798060926926807	0.029203154288784824
ENSG00000212336	0.08948115445838326	0.0012828862329322271	0.029244020742692275
ENSG00000186448	-0.12561467670054371	0.00128317070723529	0.029244020742692275
ENSG00000222020	-0.20158267938702346	0.0012836206083114612	0.029244020742692275
ENSG00000126785	0.5804604911749749	0.0012868555295785437	0.029302322208444205
ENSG00000110768	-0.20145120613336642	0.001289730058008703	0.029347916359661618
ENSG00000126756	-0.4631151796311186	0.0012902117075657951	0.029347916359661618
ENSG00000176974	-0.38471585741278425	0.0012934313988279412	0.02935953837496617
ENSG00000206588	0.1801382776607776	0.0012923582638867514	0.02935953837496617
ENSG00000196659	0.17666080859267996	0.001293367026087311	0.02935953837496617
ENSG00000205830	0.09094427540031877	0.0012929983660721108	0.02935953837496617
ENSG00000116237	0.5102989086984602	0.0012964207686498534	0.029411994989437147
ENSG00000278374	0.08412786677772208	0.0012973171715024068	0.02941693826908308
ENSG00000226337	0.08860575565941531	0.0012984451825928827	0.029427125400582555
ENSG00000224086	0.09255240215395899	0.001299970783918995	0.0294401165974853
ENSG00000118402	0.23349938024545325	0.001300376502922024	0.0294401165974853
ENSG00000125510	0.22598730546494106	0.0013028421140408345	0.029469671862570747
ENSG00000175485	0.08626135813447983	0.0013030414245311526	0.029469671862570747
ENSG00000186111	0.3284367922522078	0.001304368703394148	0.02948430924695166
ENSG00000258752	0.09486729718959444	0.0013051506924206622	0.029486611917612197
ENSG00000277829	0.2944443684770115	0.0013058687249745758	0.029487468005871216
ENSG00000279179	-0.13796969183044738	0.0013073335004699666	0.02950517642523446
ENSG00000050767	0.32335477530048007	0.0013120946347235016	0.029552008745947628
ENSG00000227192	-0.11966127706192742	0.0013133918156409627	0.029552008745947628
ENSG00000196937	0.43667411101029385	0.0013122752820058485	0.029552008745947628
ENSG00000188211	-0.14542454260084758	0.0013141799760624385	0.029552008745947628
ENSG00000175061	-0.46663199666169497	0.001310387209691331	0.029552008745947628
ENSG00000100749	-0.11798378620666794	0.0013139216788272889	0.029552008745947628
ENSG00000172613	-0.08978706909586065	0.0013120984132951575	0.029552008745947628
ENSG00000142875	0.3172780014084786	0.0013152421845871961	0.029560562422383557
ENSG00000101444	-0.4298480860390663	0.0013197013218625815	0.029645414927125503
ENSG00000100906	-0.7897774265166815	0.0013213901320525412	0.02966797989390882
ENSG00000273270	-0.11996248812400823	0.0013241388235459598	0.029714305742668264
ENSG00000031698	-0.4515612759249956	0.0013268321660978334	0.02975934224582078
ENSG00000168938	0.9730658392865448	0.0013301369316355116	0.029818038609647157
ENSG00000277473	0.0822715782153147	0.0013314724816741441	0.029829381727790996
ENSG00000267529	0.27109297781685204	0.0013320189833929965	0.029829381727790996
ENSG00000225311	0.08850078762660596	0.0013364553494421556	0.02987766342839602
ENSG00000121417	0.09203965108248457	0.0013369315430997182	0.02987766342839602
ENSG00000163719	-0.2289219128468707	0.0013365314082030388	0.02987766342839602
ENSG00000182601	0.09723026417076691	0.0013360750059485261	0.02987766342839602
ENSG00000279136	0.08828292566895568	0.0013379969404976014	0.029886067674020356
ENSG00000259332	-0.20794469083872302	0.001340662518177517	0.02993018716559539
ENSG00000279006	0.08508746199370024	0.0013420487350910525	0.029930310138823343
ENSG00000102710	0.17267926659423383	0.0013418365469634555	0.029930310138823343
ENSG00000278600	-0.27234637244670834	0.001343748859884062	0.02993742642357323
ENSG00000072274	0.7763069632713893	0.0013432815157506614	0.02993742642357323
ENSG00000148908	-0.5669584343442291	0.0013452911101253877	0.029956392439386845
ENSG00000272606	-0.20978271679942484	0.0013460348437099342	0.029957567068297844
ENSG00000140284	0.4645595293645487	0.0013483854804658708	0.02998933115284739
ENSG00000123240	-0.2821256495669964	0.0013488454791385632	0.02998933115284739
ENSG00000116685	0.386802855733523	0.0013505583740368219	0.030000887015123094
ENSG00000158201	-0.09890902457697215	0.001351571189013291	0.030000887015123094
ENSG00000163449	0.1362314860106164	0.0013512796029252004	0.030000887015123094
ENSG00000184840	0.29205333971245384	0.0013521331617472154	0.030000887015123094
ENSG00000205352	-0.6034386878673752	0.0013562023075312224	0.030075231813993564
ENSG00000271119	-0.13367435178608722	0.00135687125886683	0.030075231813993564
ENSG00000179270	0.0892856816395271	0.001359854570920517	0.03011056941892697
ENSG00000175040	0.3524537282061342	0.001359221028403232	0.03011056941892697
ENSG00000207352	0.08902909395875694	0.001361505731474083	0.03013174118839146
ENSG00000206728	0.08566724391416836	0.0013634654249303647	0.030159716070334675
ENSG00000227066	-0.2018473002772967	0.0013655211112938376	0.030174397441459902
ENSG00000104142	0.10505635865548513	0.001365001289384385	0.030174397441459902
ENSG00000230121	0.08274461547840942	0.0013703685556604333	0.030266086974354605
ENSG00000223658	0.14781683871706375	0.0013711531575180058	0.030267996509263307
ENSG00000123243	1.2905725220611233	0.0013750852919288288	0.030332372433244072
ENSG00000187210	0.41630610703643844	0.0013754686703669207	0.030332372433244072
ENSG00000134824	0.7395027208480198	0.00137650904939979	0.03033988298766034
ENSG00000275532	-0.16651251736671124	0.0013782828271406468	0.030348121874394483
ENSG00000227036	0.25209351311294403	0.001378098141642009	0.030348121874394483
ENSG00000205403	1.1048509659066323	0.0013875258799585137	0.03042801442873109
ENSG00000276410	-0.38932521145778626	0.0013857330858710714	0.03042801442873109
ENSG00000271826	-0.16508192101033048	0.0013871575786971269	0.03042801442873109
ENSG00000119314	-0.30196567414955267	0.0013831097819833466	0.03042801442873109
ENSG00000147548	-0.28103592696100677	0.0013843831998027437	0.03042801442873109
ENSG00000137726	0.7679849386212663	0.0013857330359752125	0.03042801442873109
ENSG00000146250	0.1966990990394033	0.0013869898878855651	0.03042801442873109
ENSG00000143258	0.13128170837865172	0.0013863381069964115	0.03042801442873109
ENSG00000164465	0.15898770090641046	0.0013891421513814817	0.03044805762039643
ENSG00000199697	0.08898943405729454	0.0013908746787538954	0.030470627436773694
ENSG00000236914	0.07917913154318157	0.0013918211746504017	0.030475963144933414
ENSG00000245468	-0.1879621318174658	0.0013925910440928443	0.0304774279235968
ENSG00000245556	-0.15730426782304074	0.0013938958025184267	0.030490591583343284
ENSG00000157379	0.17149526628683742	0.0013957975795064095	0.030501413336441727
ENSG00000242317	0.08827188252608353	0.0013951801753964565	0.030501413336441727
ENSG00000150201	0.09375338095444868	0.001397972539329914	0.030533551356497945
ENSG00000196218	0.27240020236824747	0.0013991584942867207	0.030544066726989314
ENSG00000054392	0.5519226783637459	0.0014006534683621624	0.030561314102084326
ENSG00000099256	0.17176499328543327	0.0014025661346283708	0.03058765330322586
ENSG00000102393	0.19580753727398248	0.0014046905302736918	0.030618581166423284
ENSG00000251953	0.09079329745804465	0.0014100314861116897	0.030704126107670673
ENSG00000260647	-0.20220326398461008	0.0014098173239171714	0.030704126107670673
ENSG00000108639	-0.3646978394016558	0.0014144126423783518	0.030784066320438477
ENSG00000211937	0.13172471059740462	0.001415286137955834	0.030787621932300644
ENSG00000103356	0.1448301071439242	0.0014172717693770383	0.030815354845206366
ENSG00000279288	0.09473191742367065	0.0014189421486133984	0.030836208948939292
ENSG00000277311	0.08802671890320071	0.0014220442131974275	0.030888139711009253
ENSG00000228142	0.09281690541708096	0.001425844046355073	0.03095516706546029
ENSG00000206832	0.09234572000881133	0.0014281291896812575	0.030979767691379327
ENSG00000260920	0.1013843262449623	0.001428406311038341	0.030979767691379327
ENSG00000167645	0.41522787768736213	0.001431906266089928	0.031040148083164416
ENSG00000263571	0.0889599215673437	0.0014379985480578125	0.03114391441389182
ENSG00000113296	1.4070018052650655	0.0014381297810312863	0.03114391441389182
ENSG00000234129	-0.23122186034514614	0.0014399692445018419	0.031168181026149454
ENSG00000207031	-0.2383813893472162	0.0014414568872745158	0.031184812049793727
ENSG00000133020	0.08915088978429808	0.0014429186951606166	0.031197697977594266
ENSG00000115839	-0.15928371416675136	0.001444930862392095	0.031197697977594266
ENSG00000231999	-0.08581584379173246	0.0014447718171662592	0.031197697977594266
ENSG00000122642	0.5997911542510943	0.0014440530891132017	0.031197697977594266
ENSG00000125629	0.28041498488521244	0.0014497341444524214	0.03128582570071415
ENSG00000036565	0.07963510583215103	0.001454749649802027	0.03137844331699845
ENSG00000251179	-0.34709556331866753	0.0014602534505432575	0.031453676314454254
ENSG00000114268	0.23465883348038385	0.0014604140334677988	0.031453676314454254
ENSG00000185442	-0.15862635971960937	0.0014593287799885713	0.031453676314454254
ENSG00000232936	0.0854239072187521	0.001469679530409596	0.0315784219464617
ENSG00000166979	-0.2803663999860757	0.0014689749504101512	0.0315784219464617
ENSG00000143093	0.10223091895056236	0.0014687137855213769	0.0315784219464617
ENSG00000141404	0.20612167386037017	0.0014688634987706224	0.0315784219464617
ENSG00000198162	0.4106811964271113	0.0014698478950054138	0.0315784219464617
ENSG00000134901	0.36796991831797254	0.001471075400855657	0.03158914017042942
ENSG00000065029	-0.2664634561155754	0.001471814329120513	0.03158936150446527
ENSG00000262890	0.08649709373021064	0.001472900277682309	0.031597026986104164
ENSG00000257859	0.526955756192766	0.0014772120591466592	0.031617524096192014
ENSG00000255503	-0.29556734555010844	0.001476794092505733	0.031617524096192014
ENSG00000270021	-0.17631560063630447	0.0014767363088732752	0.031617524096192014
ENSG00000184602	-0.29109530104136705	0.0014778943516170835	0.031617524096192014
ENSG00000223947	-0.2758084876482977	0.0014782313768419147	0.031617524096192014
ENSG00000228459	0.5326433749540138	0.001475787926216433	0.031617524096192014
ENSG00000147416	-0.4027387791166883	0.0014793702184006828	0.03162627998952742
ENSG00000225213	-0.24508723782238728	0.0014821125389003261	0.03166928985905552
ENSG00000259854	0.13527785280640894	0.0014830580858154264	0.031673883404200895
ENSG00000250905	0.09133059258220405	0.001484000002114774	0.03167839492451306
ENSG00000164292	-0.7326031222249054	0.0014867146343541643	0.03172072488800433
ENSG00000107105	-0.3168335188603053	0.0014879074513658149	0.03172568917646438
ENSG00000235954	-0.24409351945107183	0.0014884108357727725	0.03172568917646438
ENSG00000170540	-0.3826280409936391	0.001492208202116269	0.031791000787592553
ENSG00000147274	-0.34053966243824263	0.0014939169471827917	0.03181177271370822
ENSG00000254092	0.09009785912271653	0.0014955386171582132	0.031830670960674684
ENSG00000084636	0.5727584325602537	0.0014963061166171523	0.03183137962999835
ENSG00000244107	0.08941274406059571	0.0014986856134231775	0.03185074253429503
ENSG00000207308	0.08953059945339031	0.001497972330347889	0.03185074253429503
ENSG00000024422	0.5089280441166322	0.0015005155316149166	0.031874008267106665
ENSG00000167397	0.5859074013723617	0.0015017575370936359	0.03188476886419911
ENSG00000102882	-0.40284785054786676	0.0015025919401187274	0.03188686909635215
ENSG00000172888	0.15684083636588175	0.001504616778441915	0.03191421743118846
ENSG00000213904	-0.16646366523248268	0.0015072110393187055	0.03195361105606967
ENSG00000238795	-0.21358538412283623	0.0015105707242792853	0.03200918560661213
ENSG00000105321	-0.26886723847855	0.00151213134053216	0.03201096399842373
ENSG00000173726	-0.44789776926248503	0.0015120115591718188	0.03201096399842373
ENSG00000188693	-0.20719421266232585	0.0015178550030080274	0.0320516681728868
ENSG00000236819	0.08939734107199329	0.0015188894111101516	0.0320516681728868
ENSG00000162460	0.09930978381099814	0.0015223247081644353	0.0320516681728868
ENSG00000161970	-0.3852526271358334	0.001520821163854215	0.0320516681728868
ENSG00000165970	0.08356568045439042	0.001520712828238623	0.0320516681728868
ENSG00000179954	1.3833158616047876	0.0015215808537449521	0.0320516681728868
ENSG00000230613	0.31155625504599366	0.0015195644006821545	0.0320516681728868
ENSG00000235885	-0.26529643424239535	0.0015159484715425	0.0320516681728868
ENSG00000171016	0.1441499617515245	0.001517167132296429	0.0320516681728868
ENSG00000272888	-0.5671904586881302	0.0015229255319143538	0.0320516681728868
ENSG00000198054	0.09459450919933055	0.0015183750542872596	0.0320516681728868
ENSG00000258088	0.09136167861905473	0.0015216803865654356	0.0320516681728868
ENSG00000266524	1.3281485777540256	0.0015271956836167178	0.03212594316506686
ENSG00000128254	-0.282004600000479	0.0015321094688102374	0.032213678962302546
ENSG00000267498	-0.17842587244990926	0.0015336504026942112	0.03223044750790476
ENSG00000258920	-0.17016518216845467	0.0015351368723779118	0.032246055766445916
ENSG00000162065	0.2270723622488129	0.001536289561379252	0.03225464113007141
ENSG00000186395	0.18087796478597262	0.0015414844124155723	0.0323480429333384
ENSG00000203801	-0.24797126586926677	0.0015507819908098738	0.032515569757516974
ENSG00000266968	-0.3139937633567389	0.0015509675529591768	0.032515569757516974
ENSG00000260771	0.4328138126036529	0.0015522952385774718	0.03252767523853373
ENSG00000276993	0.08868781031026263	0.001553805831042667	0.03253028096631209
ENSG00000268181	0.07979133022471116	0.0015539202371406373	0.03253028096631209
ENSG00000197641	0.09453481367871613	0.0015556658469667616	0.03255110656141117
ENSG00000214851	-0.20511729239588283	0.001558097833118327	0.03257055523377293
ENSG00000185219	0.1935762660121152	0.001557382404312957	0.03257055523377293
ENSG00000272145	-0.12577533472597024	0.0015596728055236686	0.032587428255203464
ENSG00000145029	0.14924290781961358	0.0015604082818083819	0.032587428255203464
ENSG00000249082	-0.3326831504302098	0.0015616174345370068	0.032596978273640796
ENSG00000146147	0.5126742900414458	0.0015648818122887833	0.032642584606159035
ENSG00000272884	0.6283352916880716	0.0015653081166233337	0.032642584606159035
ENSG00000164188	0.4849074621728868	0.00157038133562685	0.03273263596447215
ENSG00000205810	0.09732680523923157	0.0015720627681138242	0.03275193719921905
ENSG00000234828	-0.2108421274022163	0.001574913870406009	0.032795576777835025
ENSG00000198756	1.0822117149394601	0.001575685380129668	0.03279589037711078
ENSG00000250103	0.07570987733252135	0.0015765647136459155	0.03279619090398997
ENSG00000139890	-0.22572652473605315	0.0015772127328986065	0.03279619090398997
ENSG00000138814	0.3509918876081457	0.0015791375041953367	0.032804746763003746
ENSG00000272106	-0.24241618787088504	0.001579077448271033	0.032804746763003746
ENSG00000231013	0.3509046125719707	0.0015902708190285296	0.033004399884625134
ENSG00000116704	0.41426977637035467	0.0015895205738677416	0.033004399884625134
ENSG00000265337	0.07392790190732168	0.0015918482622927536	0.03302133081899633
ENSG00000131069	-0.2274282007900954	0.0015960283223677711	0.033027560778089826
ENSG00000148429	0.4584660580066866	0.001596719349345549	0.033027560778089826
ENSG00000272347	0.09783101372757147	0.0015948712636262804	0.033027560778089826
ENSG00000065357	0.1787817331719217	0.0015929975148100666	0.033027560778089826
ENSG00000153132	-0.23662856883310734	0.0015952858613328535	0.033027560778089826
ENSG00000115297	0.0920603679507574	0.0015959623935079077	0.033027560778089826
ENSG00000230074	-0.1718911296603176	0.0016038058608735138	0.03309967152355214
ENSG00000272715	-0.5028835651928891	0.0016038791430712776	0.03309967152355214
ENSG00000166922	0.2833641160542264	0.0016011356933549232	0.03309967152355214
ENSG00000124762	-1.2411832045849427	0.0016055497454510474	0.03309967152355214
ENSG00000260468	-0.26170073898210344	0.001604446275069596	0.03309967152355214
ENSG00000185272	-0.3172618555191399	0.0016039044225755947	0.03309967152355214
ENSG00000238258	0.49626554680968804	0.001605019535195551	0.03309967152355214
ENSG00000103253	0.2468690955008941	0.0016106994870508553	0.033190055257171974
ENSG00000184344	0.09327471121426695	0.0016136642489451825	0.033235350837538424
ENSG00000258337	0.07598564125151522	0.0016179877617366065	0.03329276668727602
ENSG00000138678	-0.12979393301572406	0.0016173127193719545	0.03329276668727602
ENSG00000006128	0.5642587320345478	0.0016212319114213873	0.03329809385589083
ENSG00000157111	-0.25271454320808995	0.00162131878975402	0.03329809385589083
ENSG00000137267	0.7793536797189375	0.0016208152357850146	0.03329809385589083
ENSG00000279137	0.09753897363066077	0.0016191603832291523	0.03329809385589083
ENSG00000172548	-0.5701462731779876	0.0016237802186348333	0.033317080633655086
ENSG00000259828	-0.8743142074301797	0.0016235052607927786	0.033317080633655086
